CIF_Combo,into_default,snapshot_date,loan_purpose,balance_sum_eur,fx_rate,PD,EAD,Rating,Score,Class_Chan_Ref_LoDoc,Class_DTI,Class_Initial_LTV,Class_Pay_Ahead,Class_Pay_Hist,Class_Pay_Status,Class_Redraw_Change,Class_Repay_Stat,snapshot_year,balance_sum_loc
128286,1,31May2015,IN,179309.23,1.43188,0.003064,39984.00,MA10,647,B,A,C,B,B,C,E,C,2015,256749.30
128286,1,31May2015,IN,179309.23,1.43188,0.003064,99108.56,MA10,647,B,A,C,B,B,C,E,C,2015,256749.30
033094,0,31May2015,IN,108915.57,1.43188,0.007094,159073.11,MA12,626,E,A,E,B,C,C,C,C,2015,155954.03
472338,0,31May2015,OO,70366.31,1.43188,0.041616,102781.79,MA15,578,C,C,E,F,A,A,A,E,2015,100756.12
467622,0,31May2015,OO,93683.78,1.43188,0.041616,137011.58,MA15,576,C,D,E,C,E,D,A,B,2015,134143.94
289307,0,31May2015,OO,115213.70,1.43188,0.041616,105452.47,MA15,586,C,E,C,G,A,A,A,E,2015,164972.19
289307,0,31May2015,OO,115213.70,1.43188,0.041616,63733.76,MA15,586,C,E,C,G,A,A,A,E,2015,164972.19
951528,0,31May2015,OO,234283.37,1.43188,0.021126,342174.99,MA14,596,D,D,D,E,B,C,A,F,2015,335465.67
949135,1,31May2015,IN,79124.32,1.43188,0.099365,115444.82,MA17,572,C,A,E,F,C,D,A,F,2015,113296.53
609341,0,31May2015,OO,125477.89,1.43188,0.001427,183262.66,MA07,651,E,E,E,H,A,B,D,F,2015,179669.28
400967,0,31May2015,OO,49027.71,1.43188,0.041616,71605.84,MA15,588,C,D,E,C,B,A,A,C,2015,70201.80
774792,0,31May2015,OO,95530.31,1.43188,0.002951,139523.70,MA10,643,C,D,E,C,B,B,A,C,2015,136787.94
952798,1,31May2015,IN,176175.31,1.43188,0.000408,224484.32,MA03,686,C,E,D,M,C,B,E,C,2015,252261.90
952798,1,31May2015,IN,176175.31,1.43188,0.000408,67320.00,MA03,686,C,E,D,M,C,B,E,C,2015,252261.90
462121,0,31May2015,OO,76567.83,1.43188,0.012566,111828.66,MA13,610,C,F,E,C,B,D,A,C,2015,109635.94
300518,0,31May2015,OO,95701.21,1.43188,0.006833,140613.04,MA12,625,C,F,D,C,B,C,E,C,2015,137032.65
725185,1,31May2015,IN,82321.96,1.43188,0.004611,107553.91,MA11,640,B,F,B,G,A,B,A,E,2015,117875.17
725185,1,31May2015,IN,82321.96,1.43188,0.004611,12826.90,MA11,640,B,F,B,G,A,B,A,E,2015,117875.17
247501,0,31May2015,OO,104496.02,1.43188,0.006833,152868.36,MA12,613,B,E,C,G,C,B,D,F,2015,149625.77
046427,0,31May2015,OO,35743.34,1.43188,0.095712,52207.22,MA17,573,C,D,B,F,B,A,A,F,2015,51180.18
155944,0,31May2015,OO,105198.63,1.43188,0.006833,153748.90,MA12,617,C,F,E,F,B,B,A,F,2015,150631.82
899057,1,31May2015,IN,31254.43,1.43188,0.099365,45647.64,MA17,558,E,A,E,C,F,E,A,C,2015,44752.59
526048,0,31May2015,IN,231793.87,1.43188,0.021932,133824.00,MA14,597,C,A,D,B,E,A,E,C,2015,331901.01
526048,0,31May2015,IN,231793.87,1.43188,0.021932,204715.12,MA14,597,C,A,D,B,E,A,E,C,2015,331901.01
378351,0,31May2015,IN,131254.52,1.43188,0.099365,113340.94,MA17,557,C,F,E,G,C,A,D,C,2015,187940.72
378351,0,31May2015,IN,131254.52,1.43188,0.099365,79337.85,MA17,557,C,F,E,G,C,A,D,C,2015,187940.72
397342,0,31May2015,OO,82513.44,1.43188,0.226941,120337.83,MA18,545,C,C,E,F,C,A,B,F,2015,118149.34
951922,0,31May2015,OO,138700.57,1.43188,0.041616,203874.30,MA15,581,C,E,E,B,D,A,C,C,2015,198602.58
135290,1,31May2015,OO,84810.44,1.43188,0.041616,123858.98,MA15,586,C,C,D,F,C,C,A,F,2015,121438.37
006182,0,31May2015,OO,122600.15,1.43188,0.095712,180161.45,MA17,563,C,F,E,G,C,A,E,F,2015,175548.71
579610,1,31May2015,OO,40051.93,1.43188,0.445393,58636.88,MA19,527,C,D,B,F,F,E,B,F,2015,57349.56
665883,0,31May2015,OO,138311.31,1.43188,0.004441,84636.99,MA11,629,B,E,E,J,A,C,E,F,2015,198045.20
665883,0,31May2015,OO,138311.31,1.43188,0.004441,121096.32,MA11,629,B,E,E,J,A,C,E,F,2015,198045.20
567136,0,31May2015,OO,194852.20,1.43188,0.004441,142520.88,MA11,631,E,F,D,F,B,B,A,A,2015,279004.97
567136,0,31May2015,OO,194852.20,1.43188,0.004441,142254.75,MA11,631,E,F,D,F,B,B,A,A,2015,279004.97
567136,0,31May2015,OO,194852.20,1.43188,0.004441,78336.00,MA11,631,E,F,D,F,B,B,A,A,2015,279004.97
922994,0,31May2015,IN,5122.00,1.43188,0.000165,11980.46,MA02,723,E,C,A,M,B,B,E,A,2015,7334.09
922994,0,31May2015,IN,5122.00,1.43188,0.000165,20400.00,MA02,723,E,C,A,M,B,B,E,A,2015,7334.09
859530,1,31May2015,OO,166850.14,1.43188,0.041616,245079.57,MA15,581,C,E,E,G,C,D,A,F,2015,238909.38
898792,0,31May2015,IN,20929.73,1.43188,0.043204,30758.45,MA15,591,C,A,A,G,B,A,E,E,2015,29968.86
357176,0,31May2015,OO,127968.94,1.43188,0.041616,186900.88,MA15,591,E,D,D,F,C,C,A,F,2015,183236.16
568382,0,31May2015,IN,40202.65,1.43188,0.007094,24163.06,MA12,615,B,F,C,G,C,B,D,D,2015,57565.36
568382,0,31May2015,IN,40202.65,1.43188,0.007094,34571.15,MA12,615,B,F,C,G,C,B,D,D,2015,57565.36
941308,0,31May2015,OO,46914.49,1.43188,0.000159,82394.56,MA02,715,E,A,E,M,A,B,E,D,2015,67175.92
739396,0,31May2015,OO,81889.37,1.43188,0.095712,50910.82,MA17,556,C,D,C,F,C,A,A,E,2015,117255.75
739396,0,31May2015,OO,81889.37,1.43188,0.095712,68377.52,MA17,556,C,D,C,F,C,A,A,E,2015,117255.75
206298,0,31May2015,IN,72102.56,1.43188,0.001481,41796.94,MA07,672,B,F,E,M,A,C,E,F,2015,103242.21
206298,0,31May2015,IN,72102.56,1.43188,0.001481,81578.05,MA07,672,B,F,E,M,A,C,E,F,2015,103242.21
007951,0,31May2015,OO,77718.71,1.43188,0.041616,57060.81,MA15,589,E,A,E,G,A,A,A,E,2015,111283.86
007951,0,31May2015,OO,77718.71,1.43188,0.041616,56997.52,MA15,589,E,A,E,G,A,A,A,E,2015,111283.86
972111,1,31May2015,OO,44849.29,1.43188,0.041616,65214.21,MA15,577,C,A,E,F,C,C,A,E,2015,64218.81
787087,0,31May2015,OO,69090.26,1.43188,0.001427,40594.07,MA07,662,D,C,C,M,C,C,E,F,2015,98928.97
787087,0,31May2015,OO,69090.26,1.43188,0.001427,61007.08,MA07,662,D,C,C,M,C,C,E,F,2015,98928.97
239183,0,31May2015,OO,154937.69,1.43188,0.006833,185450.72,MA12,621,B,D,C,L,C,C,A,F,2015,221852.18
239183,0,31May2015,OO,154937.69,1.43188,0.006833,40838.51,MA12,621,B,D,C,L,C,C,A,F,2015,221852.18
363607,0,31May2015,IN,91277.48,1.43188,0.462393,65534.47,MA19,513,B,F,E,F,F,A,C,C,2015,130698.40
363607,0,31May2015,IN,91277.48,1.43188,0.462393,18083.18,MA19,513,B,F,E,F,F,A,C,C,2015,130698.40
363607,0,31May2015,IN,91277.48,1.43188,0.462393,49987.74,MA19,513,B,F,E,F,F,A,C,C,2015,130698.40
343084,0,31May2015,OO,64708.76,1.43188,0.041616,94481.24,MA15,592,C,D,E,F,B,C,A,F,2015,92655.18
371054,0,31May2015,OO,84600.44,1.43188,0.095712,123220.13,MA17,571,C,F,E,F,A,A,A,F,2015,121137.68
074213,0,31May2015,OO,85201.32,1.43188,0.004441,125295.08,MA11,638,C,D,D,G,B,B,E,F,2015,121998.07
430674,0,31May2015,OO,118059.76,1.43188,0.004441,172428.36,MA11,632,C,D,D,F,A,B,A,F,2015,169047.41
220405,0,31May2015,IN,113663.68,1.43188,0.099365,166007.80,MA17,572,B,A,D,F,A,A,A,E,2015,162752.74
989213,0,31May2015,IN,158809.05,1.43188,0.007094,213381.74,MA12,621,B,D,C,F,B,B,A,C,2015,227395.50
989213,0,31May2015,IN,158809.05,1.43188,0.007094,19252.10,MA12,621,B,D,C,F,B,B,A,C,2015,227395.50
823269,0,31May2015,OO,70089.85,1.43188,0.004441,63831.00,MA11,631,C,F,D,F,A,B,A,E,2015,100360.26
823269,0,31May2015,OO,70089.85,1.43188,0.004441,38542.20,MA11,631,C,F,D,F,A,B,A,E,2015,100360.26
956610,0,31May2015,OO,100250.18,1.43188,0.004441,146417.16,MA11,631,C,C,D,C,B,C,E,C,2015,143546.23
779896,0,31May2015,OO,27726.21,1.43188,0.001427,117875.91,MA07,654,C,E,D,M,A,A,E,E,2015,39700.61
421546,0,31May2015,OO,90593.57,1.43188,0.226941,134293.29,MA18,538,C,F,E,F,E,A,A,E,2015,129719.12
989469,0,31May2015,OO,47421.92,1.43188,0.041616,71782.13,MA15,584,C,D,E,I,E,D,A,E,2015,67902.50
503823,1,31May2015,OO,100003.45,1.43188,0.095712,145516.54,MA17,562,E,A,D,F,C,A,A,E,2015,143192.94
738777,1,31May2015,OO,77351.21,1.43188,0.226941,111778.94,MA18,553,C,C,B,F,G,D,A,E,2015,110757.65
128974,0,31May2015,OO,65716.32,1.43188,0.004441,114819.75,MA11,627,C,E,E,M,C,A,E,E,2015,94097.88
719959,1,31May2015,OO,94362.35,1.43188,0.095712,13760.39,MA17,571,E,F,E,C,E,E,A,C,2015,135115.56
719959,1,31May2015,OO,94362.35,1.43188,0.095712,123992.20,MA17,571,E,F,E,C,E,E,A,C,2015,135115.56
895253,0,31May2015,OO,60557.21,1.43188,0.445393,87829.67,MA19,525,C,F,E,F,F,A,A,E,2015,86710.66
421982,0,31May2015,OO,74730.97,1.43188,0.445393,107848.54,MA19,526,C,E,E,F,F,A,A,E,2015,107005.78
779033,0,31May2015,IN,101878.97,1.43188,0.021932,85147.91,MA14,598,C,F,C,F,B,C,A,D,2015,145878.46
779033,0,31May2015,IN,101878.97,1.43188,0.021932,63434.56,MA14,598,C,F,C,F,B,C,A,D,2015,145878.46
919083,0,31May2015,IN,94280.35,1.43188,0.021932,121186.30,MA14,597,C,A,C,G,C,C,E,E,2015,134998.14
919083,0,31May2015,IN,94280.35,1.43188,0.021932,16543.40,MA14,597,C,A,C,G,C,C,E,E,2015,134998.14
607453,0,31May2015,OO,71663.44,1.43188,0.001427,129564.97,MA07,670,D,A,C,M,D,B,D,D,2015,102613.45
218123,1,31May2015,OO,126255.61,1.43188,0.021126,185969.81,MA14,594,C,E,E,H,A,A,E,F,2015,180782.89
533049,0,30Jun2015,IN,124751.06,1.45751,0.001481,187824.02,MA07,658,C,A,C,I,A,B,E,F,2015,181825.92
462039,0,30Jun2015,IN,61312.90,1.45751,0.000408,63142.50,MA03,681,E,A,C,M,D,B,D,D,2015,89364.16
462039,0,30Jun2015,IN,61312.90,1.45751,0.000408,60088.88,MA03,681,E,A,C,M,D,B,D,D,2015,89364.16
586413,0,30Jun2015,IN,123101.32,1.45751,0.004611,41563.67,MA11,633,E,A,C,G,C,B,E,A,2015,179421.40
586413,0,30Jun2015,IN,123101.32,1.45751,0.004611,141559.95,MA11,633,E,A,C,G,C,B,E,A,2015,179421.40
586413,0,30Jun2015,IN,123101.32,1.45751,0.004611,12240.00,MA11,633,E,A,C,G,C,B,E,A,2015,179421.40
507805,0,30Jun2015,IN,52918.14,1.45751,0.004611,70367.60,MA11,631,D,A,C,M,C,A,E,D,2015,77128.72
507805,0,30Jun2015,IN,52918.14,1.45751,0.004611,14628.29,MA11,631,D,A,C,M,C,A,E,D,2015,77128.72
091368,0,30Jun2015,IN,64141.94,1.45751,0.000408,116956.13,MA03,691,E,E,B,M,D,B,E,E,2015,93487.52
406766,0,30Jun2015,OO,85036.40,1.45751,0.000393,180293.41,MA03,703,E,A,A,M,C,B,E,E,2015,123941.40
071056,0,30Jun2015,IN,96869.69,1.45751,0.004611,34680.00,MA11,630,C,A,D,D,D,B,D,A,2015,141188.54
071056,0,30Jun2015,IN,96869.69,1.45751,0.004611,10409.30,MA11,630,C,A,D,D,D,B,D,A,2015,141188.54
071056,0,30Jun2015,IN,96869.69,1.45751,0.004611,122949.46,MA11,630,C,A,D,D,D,B,D,A,2015,141188.54
497461,0,30Jun2015,OO,129129.52,1.45751,0.001427,98205.78,MA07,657,D,E,C,I,A,B,E,F,2015,188207.56
497461,0,30Jun2015,OO,129129.52,1.45751,0.001427,94965.54,MA07,657,D,E,C,I,A,B,E,F,2015,188207.56
609886,0,30Jun2015,OO,26.99,1.45751,0.000159,39886.28,MA02,715,E,A,B,M,B,B,E,D,2015,39.34
085496,0,30Jun2015,IN,0.45,1.45751,0.000408,55996.90,MA03,676,D,A,C,B,B,B,E,A,2015,0.65
085496,0,30Jun2015,IN,0.45,1.45751,0.000408,70995.26,MA03,676,D,A,C,B,B,B,E,A,2015,0.65
843246,0,30Jun2015,OO,0.28,1.45751,0.000159,22541.77,MA02,711,E,F,C,M,B,B,E,D,2015,0.40
292438,0,30Jun2015,IN,72689.00,1.45751,0.001481,33430.66,MA07,668,E,A,D,L,C,B,E,D,2015,105944.94
292438,0,30Jun2015,IN,72689.00,1.45751,0.001481,7842.60,MA07,668,E,A,D,L,C,B,E,D,2015,105944.94
292438,0,30Jun2015,IN,72689.00,1.45751,0.001481,27910.12,MA07,668,E,A,D,L,C,B,E,D,2015,105944.94
292438,0,30Jun2015,IN,72689.00,1.45751,0.001481,46693.16,MA07,668,E,A,D,L,C,B,E,D,2015,105944.94
684557,0,30Jun2015,OO,194891.89,1.45751,0.000393,195679.81,MA03,696,E,D,C,M,C,B,E,F,2015,284056.88
684557,0,30Jun2015,OO,194891.89,1.45751,0.000393,122848.19,MA03,696,E,D,C,M,C,B,E,F,2015,284056.88
127327,0,30Jun2015,OO,136683.03,1.45751,0.000393,221153.23,MA03,689,E,A,E,M,C,B,E,F,2015,199216.89
587204,0,30Jun2015,IN,94717.09,1.45751,0.001481,145868.44,MA07,664,D,A,D,K,A,B,E,E,2015,138051.11
985929,0,30Jun2015,OO,31402.82,1.45751,0.000393,120579.57,MA03,688,E,A,C,M,D,B,E,D,2015,45769.92
270677,0,30Jun2015,OO,6.62,1.45751,0.000159,10953.63,MA02,719,E,A,A,M,B,B,E,D,2015,9.64
852186,0,30Jun2015,IN,98365.83,1.45751,0.003064,18257.76,MA10,650,E,A,B,J,C,B,D,D,2015,143369.18
852186,0,30Jun2015,IN,98365.83,1.45751,0.003064,130361.75,MA10,650,E,A,B,J,C,B,D,D,2015,143369.18
144699,0,30Jun2015,OO,16.56,1.45751,0.000393,125649.45,MA03,700,D,A,C,M,B,B,E,D,2015,24.14
144699,0,30Jun2015,OO,16.56,1.45751,0.000393,63467.40,MA03,700,D,A,C,M,B,B,E,D,2015,24.14
401291,0,30Jun2015,OO,111381.79,1.45751,0.000393,248436.56,MA03,694,E,A,A,M,D,B,E,E,2015,162340.07
428439,0,30Jun2015,OO,68803.89,1.45751,0.000393,68458.06,MA03,692,E,A,E,M,C,B,E,D,2015,100282.35
428439,0,30Jun2015,OO,68803.89,1.45751,0.000393,53450.06,MA03,692,E,A,E,M,C,B,E,D,2015,100282.35
634152,0,30Jun2015,IN,101850.61,1.45751,0.000165,171551.52,MA02,718,E,A,C,M,A,B,E,E,2015,148448.28
673365,0,30Jun2015,OO,19762.73,1.45751,0.000393,238974.89,MA03,694,E,A,C,M,C,B,E,F,2015,28804.37
835495,0,30Jun2015,IN,112814.29,1.45751,0.000165,182123.88,MA02,712,C,A,B,M,A,B,E,F,2015,164427.95
254321,0,30Jun2015,IN,6471.77,1.45751,0.000165,19420.87,MA02,719,E,A,A,M,B,B,E,D,2015,9432.66
245842,0,30Jun2015,IN,2.43,1.45751,0.000165,16825.12,MA02,719,E,A,A,M,B,B,E,D,2015,3.54
211529,0,30Jun2015,IN,96673.99,1.45751,0.001481,18412.88,MA07,672,B,C,D,B,B,B,A,C,2015,140903.31
211529,0,30Jun2015,IN,96673.99,1.45751,0.001481,151803.28,MA07,672,B,C,D,B,B,B,A,C,2015,140903.31
184858,0,30Jun2015,IN,0.00,1.45751,0.001481,36720.00,MA07,651,E,A,B,A,B,B,E,A,2015,0.00
149506,0,30Jun2015,OO,4257.39,1.45751,0.001427,7437.22,MA07,669,C,A,C,K,A,B,E,D,2015,6205.18
029341,0,30Jun2015,IN,9814.92,1.45751,0.000165,32240.31,MA02,724,E,A,B,M,A,B,E,D,2015,14305.34
231116,0,30Jun2015,IN,37533.92,1.45751,0.000408,42576.46,MA03,682,B,F,C,M,C,B,E,E,2015,54706.06
231116,0,30Jun2015,IN,37533.92,1.45751,0.000408,43835.59,MA03,682,B,F,C,M,C,B,E,E,2015,54706.06
292768,0,30Jun2015,OO,14.70,1.45751,0.004441,21.42,MA11,633,C,A,A,F,B,B,A,D,2015,21.42
828537,0,30Jun2015,IN,122988.27,1.45751,0.007094,23753.76,MA12,618,E,A,C,G,C,B,C,C,2015,179256.63
828537,0,30Jun2015,IN,122988.27,1.45751,0.007094,159317.34,MA12,618,E,A,C,G,C,B,C,C,2015,179256.63
822225,0,30Jun2015,OO,60765.75,1.45751,0.004441,90815.64,MA11,633,D,A,B,G,B,B,A,E,2015,88566.68
108837,0,30Jun2015,OO,12.90,1.45751,0.000159,45299.43,MA02,711,E,A,C,M,B,B,E,D,2015,18.80
405029,0,30Jun2015,OO,0.56,1.45751,0.000159,14557.14,MA02,719,E,A,A,M,B,B,E,D,2015,0.82
889412,0,30Jun2015,OO,56547.56,1.45751,0.000393,122938.58,MA03,691,C,C,D,M,C,B,E,E,2015,82418.64
617600,0,30Jun2015,IN,189701.63,1.45751,0.001481,174917.38,MA07,665,E,F,C,H,A,B,E,D,2015,276492.02
617600,0,30Jun2015,IN,189701.63,1.45751,0.001481,109297.70,MA07,665,E,F,C,H,A,B,E,D,2015,276492.02
967418,0,30Jun2015,IN,0.00,1.45751,0.003064,163200.00,MA10,646,E,A,D,A,B,B,E,A,2015,0.00
897622,0,30Jun2015,OO,133346.25,1.45751,0.004441,178539.54,MA11,640,E,A,C,H,C,B,E,A,2015,194353.50
897622,0,30Jun2015,OO,133346.25,1.45751,0.004441,28560.00,MA11,640,E,A,C,H,C,B,E,A,2015,194353.50
398451,0,30Jun2015,IN,0.00,1.45751,0.003064,261120.00,MA10,646,E,A,D,A,B,B,E,A,2015,0.00
660230,0,30Jun2015,OO,59419.35,1.45751,0.000393,103888.11,MA03,690,C,D,C,M,C,B,E,D,2015,86604.30
754686,0,30Jun2015,IN,0.19,1.45751,0.000165,2763.82,MA02,719,E,A,A,M,B,B,E,D,2015,0.28
941029,0,30Jun2015,IN,73816.78,1.45751,0.000408,45906.20,MA03,698,E,E,C,M,C,B,E,D,2015,107588.70
941029,0,30Jun2015,IN,73816.78,1.45751,0.000408,16645.01,MA03,698,E,E,C,M,C,B,E,D,2015,107588.70
941029,0,30Jun2015,IN,73816.78,1.45751,0.000408,12947.75,MA03,698,E,E,C,M,C,B,E,D,2015,107588.70
941029,0,30Jun2015,IN,73816.78,1.45751,0.000408,45906.20,MA03,698,E,E,C,M,C,B,E,D,2015,107588.70
846698,0,30Jun2015,OO,144243.86,1.45751,0.000159,226948.69,MA02,726,E,A,A,M,A,B,E,E,2015,210236.87
879779,0,30Jun2015,IN,109319.07,1.45751,0.000165,40742.55,MA02,717,D,C,B,M,A,B,E,C,2015,159333.63
879779,0,30Jun2015,IN,109319.07,1.45751,0.000165,36593.69,MA02,717,D,C,B,M,A,B,E,C,2015,159333.63
879779,0,30Jun2015,IN,109319.07,1.45751,0.000165,103272.70,MA02,717,D,C,B,M,A,B,E,C,2015,159333.63
091480,0,30Jun2015,OO,181678.45,1.45751,0.006833,294554.08,MA12,626,B,F,C,B,C,C,D,C,2015,264798.15
940199,0,30Jun2015,IN,0.49,1.45751,0.000165,71253.53,MA02,706,C,A,B,M,B,B,E,D,2015,0.71
940199,0,30Jun2015,IN,0.49,1.45751,0.000165,9042.85,MA02,706,C,A,B,M,B,B,E,D,2015,0.71
820631,0,30Jun2015,OO,21928.18,1.45751,0.000393,33030.15,MA03,678,E,B,D,K,B,B,E,D,2015,31960.55
810496,0,30Jun2015,IN,48631.25,1.45751,0.003064,130045.03,MA10,644,C,A,C,K,C,B,E,C,2015,70880.54
810496,0,30Jun2015,IN,48631.25,1.45751,0.003064,70543.40,MA10,644,C,A,C,K,C,B,E,C,2015,70880.54
539084,0,30Jun2015,OO,0.00,1.45751,0.000159,299179.17,MA02,711,E,A,C,M,B,B,E,D,2015,0.00
595779,0,30Jun2015,IN,0.82,1.45751,0.000408,37221.26,MA03,696,C,A,A,M,C,B,E,D,2015,1.20
364329,0,30Jun2015,OO,89082.25,1.45751,0.000393,186466.69,MA03,699,D,E,C,M,B,B,E,E,2015,129838.27
346367,0,30Jun2015,OO,195107.23,1.45751,0.001427,204803.14,MA07,651,C,E,D,B,B,C,E,C,2015,284370.74
346367,0,30Jun2015,OO,195107.23,1.45751,0.001427,99714.62,MA07,651,C,E,D,B,B,C,E,C,2015,284370.74
998417,0,30Jun2015,IN,79930.09,1.45751,0.007094,119616.38,MA12,619,C,F,E,G,C,B,E,E,2015,116498.91
904682,0,30Jun2015,IN,171903.09,1.45751,0.007094,134144.91,MA12,617,C,F,D,L,C,C,C,D,2015,250550.47
904682,0,30Jun2015,IN,171903.09,1.45751,0.007094,121457.56,MA12,617,C,F,D,L,C,C,C,D,2015,250550.47
725480,0,30Jun2015,OO,57324.13,1.45751,0.000159,95987.58,MA02,719,B,C,A,M,A,B,E,E,2015,83550.49
278651,0,30Jun2015,IN,86264.01,1.45751,0.004611,128458.03,MA11,627,C,F,E,F,A,B,A,E,2015,125730.66
333132,0,30Jun2015,IN,311952.99,1.45751,0.001481,10831.07,MA07,667,E,F,D,M,C,C,E,C,2015,454674.61
333132,0,30Jun2015,IN,311952.99,1.45751,0.001481,178427.72,MA07,667,E,F,D,M,C,C,E,C,2015,454674.61
333132,0,30Jun2015,IN,311952.99,1.45751,0.001481,191352.00,MA07,667,E,F,D,M,C,C,E,C,2015,454674.61
333132,0,30Jun2015,IN,311952.99,1.45751,0.001481,93856.98,MA07,667,E,F,D,M,C,C,E,C,2015,454674.61
460076,0,30Jun2015,IN,11053.25,1.45751,0.004611,142800.00,MA11,638,C,A,C,A,B,B,E,A,2015,16110.22
502333,0,30Jun2015,IN,93636.84,1.45751,0.000165,79966.51,MA02,707,C,A,D,M,A,B,E,F,2015,136476.63
502333,0,30Jun2015,IN,93636.84,1.45751,0.000165,70070.54,MA02,707,C,A,D,M,A,B,E,F,2015,136476.63
303724,0,30Jun2015,IN,265179.65,1.45751,0.043204,66533.67,MA15,592,D,F,C,I,E,D,E,C,2015,386501.99
303724,0,30Jun2015,IN,265179.65,1.45751,0.043204,327711.86,MA15,592,D,F,C,I,E,D,E,C,2015,386501.99
372076,0,30Jun2015,OO,6.24,1.45751,0.000159,69042.91,MA02,706,C,A,B,M,B,B,E,D,2015,9.10
738008,0,30Jun2015,OO,98056.56,1.45751,0.000393,137307.97,MA03,682,B,E,C,M,C,B,E,F,2015,142918.42
738008,0,30Jun2015,OO,98056.56,1.45751,0.000393,34657.39,MA03,682,B,E,C,M,C,B,E,F,2015,142918.42
221130,0,30Jun2015,IN,283227.51,1.45751,0.013045,149084.49,MA13,606,C,D,D,C,C,C,A,C,2015,412806.92
221130,0,30Jun2015,IN,283227.51,1.45751,0.013045,271978.58,MA13,606,C,D,D,C,C,C,A,C,2015,412806.92
733352,0,30Jun2015,IN,102593.52,1.45751,0.000408,152854.39,MA03,677,C,F,C,M,D,B,E,C,2015,149531.09
733352,0,30Jun2015,IN,102593.52,1.45751,0.000408,28661.73,MA03,677,C,F,C,M,D,B,E,C,2015,149531.09
782581,0,30Jun2015,OO,75562.47,1.45751,0.004441,112335.72,MA11,636,C,D,E,F,A,B,E,E,2015,110133.06
300438,0,30Jun2015,IN,164357.73,1.45751,0.021932,100507.58,MA14,597,D,A,C,F,C,B,B,F,2015,239553.03
300438,0,30Jun2015,IN,164357.73,1.45751,0.021932,144444.40,MA14,597,D,A,C,F,C,B,B,F,2015,239553.03
483819,0,30Jun2015,OO,38842.10,1.45751,0.001427,79836.64,MA07,659,C,F,E,B,C,B,E,C,2015,56612.74
901914,0,30Jun2015,OO,442337.31,1.45751,0.004441,129153.50,MA11,634,B,E,C,B,C,C,E,C,2015,644711.05
901914,0,30Jun2015,OO,442337.31,1.45751,0.004441,532531.77,MA11,634,B,E,C,B,C,C,E,C,2015,644711.05
339764,0,30Jun2015,OO,0.00,1.45751,0.000159,38485.29,MA02,710,D,C,B,M,B,B,E,D,2015,0.00
250671,0,30Jun2015,IN,53971.03,1.45751,0.004611,77457.26,MA11,634,B,D,C,K,C,B,D,F,2015,78663.31
250671,0,30Jun2015,IN,53971.03,1.45751,0.004611,5604.78,MA11,634,B,D,C,K,C,B,D,F,2015,78663.31
664362,0,30Jun2015,IN,66295.10,1.45751,0.013045,98637.88,MA13,608,E,A,E,F,A,C,A,F,2015,96625.76
278413,0,30Jun2015,OO,0.64,1.45751,0.000159,7534.41,MA02,708,D,A,A,M,B,B,E,D,2015,0.94
534809,0,30Jun2015,OO,30019.61,1.45751,0.004441,51000.00,MA11,638,E,C,A,A,D,B,E,A,2015,43753.88
357426,0,30Jun2015,OO,20735.95,1.45751,0.001427,21159.00,MA07,666,D,A,A,L,C,B,E,D,2015,30222.86
357426,0,30Jun2015,OO,20735.95,1.45751,0.001427,9668.97,MA07,666,D,A,A,L,C,B,E,D,2015,30222.86
787481,0,30Jun2015,OO,154211.49,1.45751,0.006833,229260.08,MA12,616,E,D,D,E,A,C,A,F,2015,224764.78
528194,0,30Jun2015,IN,264292.94,1.45751,0.004611,392913.79,MA11,636,E,C,D,B,E,D,E,C,2015,385209.60
542995,0,30Jun2015,IN,1.02,1.45751,0.000408,382.54,MA03,681,B,F,D,M,B,B,B,D,2015,1.49
542995,0,30Jun2015,IN,1.02,1.45751,0.000408,1177.66,MA03,681,B,F,D,M,B,B,B,D,2015,1.49
542995,0,30Jun2015,IN,1.02,1.45751,0.000408,777.87,MA03,681,B,F,D,M,B,B,B,D,2015,1.49
782876,0,30Jun2015,IN,91327.11,1.45751,0.007094,122826.56,MA12,616,C,C,E,B,E,D,A,C,2015,133110.18
782876,0,30Jun2015,IN,91327.11,1.45751,0.007094,12945.82,MA12,616,C,C,E,B,E,D,A,C,2015,133110.18
599685,0,30Jun2015,IN,122538.23,1.45751,0.001481,60201.25,MA07,657,C,A,E,B,B,B,B,C,2015,178600.70
599685,0,30Jun2015,IN,122538.23,1.45751,0.001481,21674.36,MA07,657,C,A,E,B,B,B,B,C,2015,178600.70
599685,0,30Jun2015,IN,122538.23,1.45751,0.001481,100297.10,MA07,657,C,A,E,B,B,B,B,C,2015,178600.70
015763,0,30Jun2015,IN,159864.68,1.45751,0.001481,105407.95,MA07,671,D,A,E,B,B,B,E,C,2015,233004.37
015763,0,30Jun2015,IN,159864.68,1.45751,0.001481,132256.50,MA07,671,D,A,E,B,B,B,E,C,2015,233004.37
662569,0,30Jun2015,IN,158029.06,1.45751,0.013045,234935.51,MA13,605,C,B,D,H,C,C,A,F,2015,230328.94
215475,0,30Jun2015,IN,35239.28,1.45751,0.004611,52564.66,MA11,634,D,C,A,F,B,B,A,F,2015,51361.60
568488,0,30Jun2015,OO,153560.16,1.45751,0.001427,306326.20,MA07,666,E,D,B,M,C,C,A,F,2015,223815.47
